,Nombre empresa,Puesto ofertado,Ubicación,Días activos,Nº Solicitudes,Nivel experiencia,Sector,Tipo jornada,Funciones laborales,Descripción,Tipo puesto,lat,lon
639,Returnly,Senior Full Stack Data Scientist,Madrid, 1 mes,47,Algo de responsabilidad,Software Internet Servicios financieros,Jornada completa,Otro,"About Returnly

At Returnly we help brands that care about shopper loyalty offer better product returns. We are a financial technology services company that builds award-winning products that drive repurchase behavior and customer loyalty. We’re backed by smart money VCs in Fintech including some prominent members of the Paypal Mafia. Our headquarters are in San Francisco Financial District and we have offices in Chicago and Madrid. We are on a mission to de-risk online commerce and are building a team of amazingly talented people to help us do it.

About The Role

At Returnly, we value you as a whole person. We care about the skillset you bring to the table, but more importantly, we care about the kind of person you are, and the culture and attitude you bring to the table. As a Senior Full Stack Data Scientist, you will build data products that will affect thousands of customers with the objective to improve user experience, drive revenue and optimize processes. You will find success in this role if you are a seasoned data scientist who enjoys to design, build and implement statistical models, covering the whole process end-to-end from idea to production.

About You

Here’s what we look for in the attitude department:
You are a seasoned and versatile data scientist, who is passionate about your work
You have a strong sense of ownership and accountability
You are proactive and adaptable
You like to solve problems and to fill in the gaps where there are unknowns
You are a craftsman in your trade but you understand when “good enough” is enough
You are analytical and have keen attention to details
You have your own opinions and you are not shy about them, but you also value consensus and strive to achieve it
You lead your teammates by example, you’re the “go to” individual
You’re not afraid to change your mind given new facts, nor are you afraid to admit your mistakes
You thrive in a semi-structured start-up environment with ample opportunity and also plenty of ambiguity
You can wear multiple hats
You have excellent communication skills and are able to explain your ideas clearly and concisely and enjoy sharing them
You are very serious about the quality of your work and you ask no less from your colleagues
You understand and are interested in both big picture and nitty-gritty details
What you'll be doing
Solve new and challenging problems around eCommerce payments, credit issuance and settlement, fraud detection, SaaS integration, model serving
Work cross-functionally with some of the best people in different disciplines like data science, analytics, finance, product management, marketing & sales, design
Break down business problems into statistical and machine learning problem formulations
Explore, identify, query and correlate data from several different state-of-the-art data sources (Snowflake, Databricks Delta, Redis, etc.)
Use advanced statistical methods to identify meaningful patterns, producing insights from data
Develop robust classification, function approximation and anomaly detection models based on relational, text, image and time series data
Use feature engineering to extract the best signals for a problem and apply suitable regularization techniques
Develop and write production grade code in Python for our back-end microservices and REST APIs that serve our machine learning applications
Drive quality by writing unit, integration, and performance tests in a continuous delivery environment
What we're looking for
6+ years industry experience
Very good understanding of applied statistics, such as distributions, hypothesis testing, regression, classification, etc.
Excellent understanding of machine learning techniques and algorithms, such as k-means, k-NN, naive Bayes, SVM, tree-based models, HMM, neural nets, deep learning etc.
Thorough, expert level knowledge of data structures, algorithms, object oriented programming and design patterns in Python
Deep understanding and experience of various technologies, frameworks and libraries in the Python ecosystem
Strong familiarity with *nix environment including bash and command-line tools
Experience with Git version-control system
Strong experience with relational and non relational databases, including SQL
Familiarity of web service technologies and REST best-practices
Basic understanding of distributed systems in a cloud environment, and event-driven architecture
Bachelors or Masters degree in Computer Science, a related field or equivalent experience
Strong interpersonal and communication skills are required
Excellent command of the English language, both written and spoken is a must for communicating with a global team
Proven track record of shipping models in a delivery-focused environment
Exposure to Amazon Web Services
Prior startup experience a big plus

Our Values

Diversity - We are diverse, independent thinkers and still one team with one mission.

Openness and empathy - We learn and grow by listening to our customers and each other.

Integrity - We always do what’s right for our customers, Returnly and ourselves - in that order.

Team - EQ is as important as IQ. We make time to help each other out.

Commitment - We are curious and fearless. We own risk, outcomes and everything in between.

We'd really love to hear from you, but before applying please check the following...

Read the values section above carefully and ask yourself if this is a good match for you personally. We want you to be an ambassador of these values!

Do you have all the skills required for this role? Can you demonstrate them? Be realistic - we will only consider applications that demonstrate relevant skills and match these role requirements.

Candidate Privacy Notice
Nivel de experiencia
Algo de responsabilidad
Sector
Software Internet Servicios financieros
Tipo de empleo
Jornada completa
Funciones laborales
Otro",Data Scientist,40.41669,-3.7003459999999997
640,Capitole Consulting,Data Engineer,Madrid, 1 semana,430,Intermedio,Servicios y tecnologías de la información,Jornada completa,Tecnología de la información,"Anunciado por
Sara Nieto
IT Talent Acquisition and HRBP at CAPITOLE CONSULTING
Enviar mensaje InMail
We have an exciting opportunity for a Data Engineer to join the Data Driven Marketing Team of an interesting client.
 The objective of the Data team is to use the data to monitor and improve marketing campaigns (ads, emailing, web site personalization, CRM actions). To do that, the team has to use a big data tools to process a large volume of data (millions of lines). The team also have to study the quality of data, reconcile of data (cookie anonymous and data not anonymous) and build data scientist algorithm like scoring of visitors web sites.
 Main missions:
Building solutions with a large volume of data
Ensure the collection, storage and use of data
Develop data flows and processing (python, pyspark, shell, SQL)
Automate and Industrialize Data Science (AI) Algorithms
Optimize calculation times
Analyse and resolve technical issues
Define data interfaces between systems
Write detailed technical specifications
Test the developments made
Work in close collaboration with data scientists to support them
Capitalize on knowledge with diagrams
Comply with safety requirements and rules
Set up automatic monitoring systems (anomaly detection, monitoring)
Educate users of data on quality and security
 Technical environment:
Hadoop, python, Google Tags, pyspark, Salesforce DMP, bucket S3
 Language skills:
English or French is a must 

Why Capitole?
Working from home
Permanent contract
private health insurance
Training budget
Flexible retribution program
Teambuilding
AND MORE...

DO YOU WANT TO JOIN US?
  Nivel de experiencia
Intermedio
Sector
Servicios y tecnologías de la información
Tipo de empleo
Jornada completa
Funciones laborales
Tecnología de la información",Data Scientist,40.41669,-3.7003459999999997
641,M&GT Consulting,Data Engineer PySpark/ Azure/PowerBI,Madrid, 6 horas,159,Intermedio,Servicios y tecnologías de la información,Jornada completa,Tecnología de la información,"Seleccionamos para proyecto muy interesante, tanto por el tipo de cliente como por tecnologías, un ingeniero de datos.

Requisitos

Experiencia con Pyspark, Python y PowerBI (Power Query, Dax)
Conocimiento avanzado de SQL
Experiencia en Azure Cloud

M&GT Consulting es una Consultora Tecnológica y de Negocio con un fuerte bagaje profesional y especialización en sectores como la Banca, las Telecomunicaciones o la Industria.
Somos una empresa joven y comprometida con la innovación y los cambios, por lo que apostamos fuerte por los nuevos retos de la tecnología: Big Data, Cloud, Desarrollo Digital o Movilidad.
Trabajamos con los clientes más importantes de estos sectores, ofreciendo proyectos acordes a tu formación, experiencia y motivaciones profesionales.

Ofrecemos:
- Incorporación a la plantilla de M&GT.
- Formación y seguimiento personalizado para tu desarrollo profesional (mentor).
- Participación en proyectos de tecnologías destacables en el sector.
- Salario acorde a la experiencia aportada

Nuestra política de privacidad se encuentra en nuestra web http://www.mgt-consulting.com/index.php/esp/politica-de-privacidad
Nivel de experiencia
Intermedio
Sector
Servicios y tecnologías de la información
Tipo de empleo
Jornada completa
Funciones laborales
Tecnología de la información",Data Scientist,40.41669,-3.7003459999999997
642,Busuu,Senior Data Engineer,Madrid, 1 semana,55,Algo de responsabilidad,Servicios y tecnologías de la información Software Internet,Jornada completa,Tecnología de la información,"At Busuu we deal with over 60-Million data events per day and to keep us ahead of our competitors we are looking for motivated senior talent to join us to reach our next milestone.

Working at that scale is not always an easy task, and we know that there are challenges ahead, therefore we are looking for you, who wants to be part of a global expanding project and master the challenges together with us. There are more than exciting times ahead, the perception of EdTech has changed over the last year and more and more people engage with the self-paced, social-interacting learning as we offer it.

We think that you can live up to your passion and honest love for problem solving, at Busuu we support you in your quest for building a legacy, we want you to question the status quo.

As a Senior Data-Engineer we have great things to come into your area of responsibilities.

You will work with other Platform Engineering Members in building scalable RT services, which will operate across different Data Centers. In such an environment Data Quality is key and you will work in an agile Test-Measure-Learn Cycle to improve on it. Constant exchange with PMs, DS and DAs to understand their data needs will help you to take architectural decisions for our data lake.

You will work with your team on data-pipelines to collect and generate insights that help millions of people achieve their language learning goals. You will participate in enhancing our big data environment, currently we operate at over Billion requests per month, with cutting edge tools.

At Busuu you will become part of a fast growing and rapidly innovating company with strong mission and values.

What Makes An Amazing Data Platform Engineering At Busuu
Strong knowledge of SQL
High proficiency in Python, ie. pandas library
Comfortable working in a Linux environment with Docker
Query optimization for distributed/analytical databases like Redshift, Google BigQuery, Vertica, Greenplum
Streaming data technologies like Kinesis, Kafka, Dataflow
Data pipeline tools like Airflow/Luigi
BI tools such as Tableau/Looker
Data modelling and data warehouse design
Ability to work outside your comfort zone, take a problem and solve it with as much or as little support as you need.

Nice to have:
Remote work experience
Experience with debugging DB performance issues

What can you expect working at Busuu Spain?

You will be based in our new Madrid Office, and have the opportunity to travel to our HQ in London for short-term visits when travel is safe.

We work in a colocated setup, meaning that we expect remote workers to join the team in their assigned office every then and now.

At Busuu we know that when we work hard we should find time to relax and have fun, this is why we encourage our members to join our quarterly team events, to build personal relationships with your peers. Being a part of Busuu - How do things work:

We are acutely aware that we are in unprecedented times and like all companies we need to adapt to this in order to safeguard our Busuu community. In order to do this we are constantly reviewing the government guidelines and adapting accordingly to accommodate the physical and mental wellbeing of our employees. In the current global climate, some of our team events are virtual and some of our benefits have been amended.

We offer several special perks to our employees, which are:
Competitive salary
Work from home Policy
Bonus scheme
Training budget
Private healthcare
Access to Busuu
Premium
Free online workout and wellness platform (Adidas Running + Asana)
Free breakfast and snacks


What Happens Next

We aim to have a simple and speedy hiring process and we want to make sure that we are right for you as much as the other way around. The hiring process is as follows:
CV application review - We will review it as quickly as possible and update on the next steps
Let's chat - Quick chat about your experience and the role, we are looking to understand both how we can help you and how you can raise the bar at Busuu
Technical challenge - You will be asked to take on a short tech challenge and then present it back to the team. We are interested in how you think and how you approach problems rather than any one 'right' way of doing things.
Face-to-face and meet the team - You'll be asked to come in and have deeper interviews with the Busuu team, plus the chance to learn more about us, our culture and values.
Nivel de experiencia
Algo de responsabilidad
Sector
Servicios y tecnologías de la información Software Internet
Tipo de empleo
Jornada completa
Funciones laborales
Tecnología de la información",Data Scientist,40.41669,-3.7003459999999997
643,Malthus Darwin,Data Scientist (Selección directa en cliente),Madrid, 14 horas,70,Sin experiencia,Servicios y tecnologías de la información Software Recursos humanos,Jornada completa,Ingeniería Tecnología de la información,"Malthus Darwin es una empresa de Consultoría, especializada en la búsqueda, selección y evaluación de perfiles IT. Nuestro principal objetivo es proporcionar los mejores recursos humanos a nuestros clientes con la mayor rapidez y la máxima eficacia ofreciendo siempre un servicio de calidad.

Actualmente estamos buscando un perfil para SELECCIÓN DIRECTA EN CLIENTE de Data Scientist para trabajar en Madrid aunque cabe la posibilidad de que sea en remoto desde cualquier punto de España.

Requisitos
Experiencia previa como Data Scientist de al menos 2 años
Experiencia con Python.
Experiencia en bibliotecas Pandas.
SQL, GIT, Cloud Amazon Web Services.
Ubicación Madrid aunque cabe la posibilidad de teletrabajar en cualquier localización

Selección directa en cliente
Nivel de experiencia
Sin experiencia
Sector
Servicios y tecnologías de la información Software Recursos humanos
Tipo de empleo
Jornada completa
Funciones laborales
Ingeniería Tecnología de la información",Data Scientist,40.41669,-3.7003459999999997
644,ADEREN,Data Scientist,Madrid, 1 semana,69,Sin experiencia,Servicios y tecnologías de la información Software Internet,Jornada completa,Ingeniería Tecnología de la información,"Job Opening ID 1099 Project lenght in months Largo Plazo
Languages Español
Knowledge area
Skills Big Data
Rate - Eur 240-260
Job DescriptionData ScientistCONOCIMIENTOS TÉCNICOS Y DE NEGOCIOConocimiento del ecosistema de herramientas Open Source relacionadas con Big Data y Analítica (Hadoop, programación distribuida, BBDD SQL y NO SQL, Tensorflow)Conocimientos de programación: R, Python PySpark, SQLExperiencia en Analítica Predictiva y PrescriptivaConocimientos en técnicas de optimización y modelado estadístico:
Aprendizaje supervisado: regresión logística, redes bayesianas, random forest, baggins, clustering, ...o Aprendizaje no supervisado: clustering, reducción dimensional, ...o Machine LearningConocimientos sobre Datawarehousing (Teradata, Oracle) y reporting clásico (Business Objetc, Microstrategy)Conocimientos de Data Engineer en gestión de bases de datos, arquitecturas de clusters, lenguajes de programación y sistemas de procesamiento de datosConocimiento sobre servicios de ecosistemas Cloud: Azure Data Factory, Azure ML, Azure Cosmos DB, AWS Sagemaker, AWS DynamoDB, etc.
EXPERIENCIA:Obligatoria:Experiencia en el sector de telecomunicacionesExperiencia de trabajo con bases de datos relacionales (mínimo 2 años) preferentemente en TeradataAl menos 3 años de experiencia en programación, análisis de información, resolución de problemas y desarrollo de algoritmosAl menos 3 años de experiencia en SQL, SAS/SPSS
Deseable:Al menos 1 año de experiencia en tecnologías Big Data, Hadoop, Spark, etcManejo de herramientas de Data DiscoveryCondiciones laboralesContrato modalidad FreelanceTarifa: 240€-260€. En función de valía del candidato.Recurrencia en proyectos.Lugar de trabajo: mixto/ahora teletrabajo en un futuro mixta (Madrid)Disponibilidad inmediata
Nivel de experiencia
Sin experiencia
Sector
Servicios y tecnologías de la información Software Internet
Tipo de empleo
Jornada completa
Funciones laborales
Ingeniería Tecnología de la información",Data Scientist,40.41669,-3.7003459999999997
645,Ekkiden,Data Engineer - C# (Open to Remote),Madrid, 1 mes,168,Intermedio,Servicios y tecnologías de la información,Jornada completa,Tecnología de la información,"This is Ekkiden

Ambition and innovation are our driving force. We aim high, act quickly, and acquire the wherewithal that we need to achieve our objectives. Our organisation is shaped by the requirements of both our clients and our teams. Becoming a European benchmark requires hard work, quality and respect. We pave our own path, with international teams committed to sustainable growth. We help clients to innovate and we make sure we question ourselves at all times. At Ekkiden everything is possible. Our managers are trained to bring out the best in every team member. If you are daring, creative, and have great people skills, if you want to live an extraordinary human experience and you don’t want to keep reminding yourself why you get up in the morning, it's time to meet up.

Role: Data Engineer with C#

Application from women are particularly encouraged !

Within an international environment, we are looking for a Data Analyst to deliver on-going project implementations and support for existing Business Intelligence and Reporting Services implementations under the Microsoft SQL Server technology platform and strong knowledge in C# development.

Responsibilities
Work with the team (technical Lead/Architect/other team members) and customer focal point to understand the business need and design/implement the technical data management solution
Design and implement Data Warehouses and Data Lakes solutions, mainly Microsoft Cloud and AWS data services, based on the customers’ business requirements
Design and implement complex ELT/ETL processes using Integration Services (SSIS), Azure Data Factory or AWS Glue or others
Design and develop Analysis Services OLAP Cubes and Tabular Views
Develop scripts accordingly to the data need (Stored Procedures with T-SQL, Python or R, eventually PowerShell).
Design conceptual and logical data models and data flowcharts
Design Data-as-a-Service solution, on-premises and Cloud based, based on Data API Gateway and other Cloud services.
Implement Data Catalog solutions
Migrate data from legacy systems to new data platform solutions
Improve system performance by conducting tests, troubleshooting and integrating new elements
Optimize new and current database systems
Perform other duties as required


What We Are Looking For
+5 years of experience in similar positions
Strong knowledge in C# development
Strong knowledge on Azure Functions
Excellent knowledge in LogicApps and development in Azure
Excellent knowledge of AWS BI and data services
Experience with Data analysis and modelling
Experience with Database scripting (T-SQL, stored procedures, etc.)
Good knowledge of Microsoft Business Intelligence modules covering Integration Services (SSIS), Reporting Services (SSRS), Analysis Services (SSAS)
Good knowledge of Microsoft SQL Server, AWS Athena/RDS or Redshift
Familiarity with Microsoft Power BI
Experience working with OData
Experience working with SharePoint 2013/2016
Experience with Service Management tools (ticketing systems)
Experience with Service Management methodologies (ITIL) and Change Management
Experience with Agile project development
Microsoft SQL Server certification is a plus
Microsoft BI certification is a plus
Fluent in English. Spanish and Italian are a plus


What we offer
Participate in the creation of a European technology and organisational consulting group
A unique, innovative and dynamic working environment
A career path tailored to your personality, both in terms of job position and location
The opportunity to express yourself, assert your opinion and make an impact within our organisation and/or further afield
You say it, you own it. Once your idea has been given the go-ahead, it is up to you to make it happen
A demanding and innovative training program delivered by our greatest experts
Age is just a number, what really matter are achievements. We have a fast-track promotion system for employees who deliver
Our working conditions are concentric with our values and ambitions

Aptitudes y experiencia deseadas
C#, Azure, AWS, Data Lake, Data Warehouse
Nivel de experiencia
Intermedio
Sector
Servicios y tecnologías de la información
Tipo de empleo
Jornada completa
Funciones laborales
Tecnología de la información",Data Scientist,40.41669,-3.7003459999999997
646,Paradigma Digital,Machine Learning Engineer,Madrid, 3 semanas,1099,Intermedio,Servicios y tecnologías de la información,Jornada completa,Tecnología de la información,"Anunciado por
Adrián Fernández Jurado 2º
People, Culture & Recruitment en Paradigma Digital
¿Quiénes Somos?

Después de 15 años de experiencia, de sumar más de 600 profesionales a nuestra familia y de trabajar mano a mano con 120 clientes, podemos decir que nos sentimos orgullosos de contribuir al éxito digital de las compañías más importantes de nuestro país.

Con oficinas en Madrid y Barcelona buscamos compañeros que compartan nuestra cultura y valores para incorporación en un equipo ágil y multidisciplinario.

Estamos muy orgullosos del excelente nivel técnico de nuestros equipos pero estamos aún más orgullosos del entorno flexible y humano en el que trabajamos. Además, Paradigma tiene un alto compromiso con la diversidad y la inclusión, ¿te apetece unirte a nuestro equipo?

¿Qué buscamos?
 Función en el equipo:

Identificación, interpretación y combinación de fuentes de datos.
Análisis dinámicos y continuados de aspectos estratégicos.
Identificación y descubrimiento de patrones de comportamiento según los datos analizados.
Definición y aplicación de algoritmos.
Aplicación de técnicas de Machine Learning (clasificación, regresión, clustering, redes de neuronas y reducción de dimensionalidad)
Creación de contenedores.
Desarrollo de sistemas de despliegue de modelos.  

Perfil, experiencia y conocimientos.

Experto en estadística, físico y/o modelos matemáticos aplicables a la explotación, análisis de datos y definición de algoritmos.
Experto en materia de computación distribuida, establecimiento y definición de modelos predictivos.
Experto en software de analítica y explotación y/o presentación de datos.
Experto en análisis estadístico, Machine Learning, Deep Learning.
Experto en productivización de modelos de razonamiento basados en Aprendizaje Automática.
Conocimiento del ecosistema Azure para Machine Learning.
Conocimiento sobre Docker y Kubernetes.
Experiencia en diseño de modelos de datos tanto en entornos relacionales como no relacionales (NoSQL).
Más de 3 años de experiencia en proyectos de Big Data, realizados con tecnologías:
Machine Learning en Python (tensorflow, pytorch, scikit-learn, pandas),
Machine Learning en R, Machine Learning
Diferentes tecnologías para la utilización de notebooks (Jupyter, Zepelin)
Spark Mllib.

 ¿Qué ofrecemos?

o Flexibilidad y trabajo en remoto: En los tiempos que corren, sabemos que lo único importante no son los proyectos o las fechas de entrega. Mantenerse en un entorno seguro, con la familia y amigos, es nuestra prioridad. Por eso, fomentamos la conciliación con una jornada flexible y teletrabajo.
o Libertad y responsabilidad: Somos una no-company y creemos firmemente en la responsabilidad, en el trabajo sin jerarquías, en la autogestión. Llevamos desde nuestros inicios trabajando de forma ágil y podemos decir que esta fórmula… ¡funciona!
o Últimas tecnologías: trabajamos con las tecnologías más punteras para las empresas más importantes del país.
o Lifelong Learning: Para nosotros es fundamental estar actualizados y a la última en tecnología. Tenemos seminarios online internos, coordinamos grupos de meetups, organizamos Open Space y participamos en los principales eventos nacionales con charlas. Además, contamos con clases de inglés y ayudas para cursos, eventos y formaciones.
Nivel de experiencia
Intermedio
Sector
Servicios y tecnologías de la información
Tipo de empleo
Jornada completa
Funciones laborales
Tecnología de la información",Data Scientist,40.41669,-3.7003459999999997
647,Endesa,Consultor/a Inteligencia de Clientes,Madrid, 5 días,733,no_data,Petróleo y energía Energía renovable y medio ambiente Ingeniería industrial o mecánica,Jornada completa,Atención al cliente Ingeniería Gestión de proyectos,"Inteligencia de clientes B2C - MADRID

Buscamos personas con experiencia como Data Scientist en Inteligencia de Clientes B2C, para integrarse en el equipo de Endesa en Madrid.

¿Quiénes somos?

Somos la empresa líder del sector eléctrico español y el segundo operador del mercado eléctrico en Portugal.

Nuestro principal negocio es la comercialización de electricidad. También somos un operador relevante en el sector del gas natural y desarrollamos otros servicios relacionados con la energía.

Desarrollamos nuestra actividad fundamentalmente en el mercado de España y Portugal. En menor medida, comercializamos electricidad y gas en otros mercados europeos así como otros productos y servicios de valor añadido (PSVA) relacionados con nuestro negocio principal.

Somos una compañía que apuesta por una cultura energética más sostenible y estamos comprometidos con nuestra responsabilidad de contribuir de forma activa a la construcción de un futuro energético inteligente.

Trabajamos para liderar la transformación tecnológica en la que se encuentra inmerso nuestro sector. Para ello contamos con la sólida posición industrial y la fortaleza que nos da pertenecer a un gran grupo multinacional, el Grupo Enel, al que nos unimos en el primer trimestre de 2009.

El Grupo Enel, que posee el 70,1% de Endesa, es una compañía multinacional del sector de la energía y un operador integrado líder en los mercados mundiales de electricidad y gas focalizado en los mercados de Europa y Latinoamérica.

En Endesa contamos con casi 10.000 empleados y prestamos servicio a 11 millones de clientes.

¿Qué se hace en la Business Line y en la unidad?

La unidad de Inteligencia de clientes se encarga de obtener información útil para el negocio a partir de los datos brutos.

Las responsabilidades incluyen:

- Creación de modelos de datos que apoyen a las tareas analíticas

- Creación de modelos analíticos

- Gestión de proveedores externos de servicios

- Interpretación de necesidades de negocio en procesos de datos

Entorno complejo y de necesidades cambiantes, relaciones con diferentes unidades de negocio de B2C y de Endesa, así como con equipos de sistemas, participando en proyectos críticos a nivel de compañía.

Asimismo, los productos de datos generados deben alinearse con los objetivos comerciales del segmento B2C, todo ello bajo la metodología Agile/Kanban imprescindible para este puesto.

¿Qué vas a hacer?

Trabajarás en  un equipo de Data Scientist y Data Experts especialistas en Machine Learning y herramientas de Big Data.

Participarás en  procedimientos de recolección y extracción de datos.

Interpretar y analizar problemas de datos

Desarrollo de sistemas analíticos y modelos predictivos

Automatización de procesos

Apoyar al desarrollo de herramientas de visualización de datos y creación de informes

Experimentar con nuevos modelos y técnicas.

Alinear los proyectos de datos con los objetivos de la organización en colaboración con el Chapter de Advanced Analytics.

Trabajar bajo una metodología Kanban.


Aptitudes y experiencia deseadas


¿Qué conocimientos y experiencia van a ser considerados?

Será requisito indispensable para la ocupación de la posición que cuentes con la siguiente formación y/o conocimientos:

Grado en ingeniería informática, matemáticas, estadística o similar.

Experiencia demostrable en puestos de similar responsabilidad en áreas de Market/Clientes

Experiencia comprobada como Data Scientist o función similar.

• Conocimiento sólido en Machine Learning.

• Conocimiento de técnicas de visualización y gestión de datos

• Fuertes conocimientos y experiencia en análisis estadístico y el modelado predictivo

Nivel de inglés fluido.

Herramientas técnicas

SQL , Python y/o R nivel avanzado
Deseable Linux, Shell script nivel medio


Se valorará:

Deseable postgrado en Big Data o similar.

¿Qué ofrecemos?

- Contrato laboral:

Apostamos por el desarrollo y la estabilidad de las personas que trabajen con nosotros, por lo que desde el principio se ofrece un contrato laboral indefinido.

- Salario:

En Endesa contamos con una estructura salarial, que se establece en relación al puesto concreto y la trayectoria profesional de la persona.

Promovemos un nuevo enfoque de negocio centrado en el equilibrio entre la vida laboral y familiar de todos nuestros empleados, que está basado en los valores de la confianza y la responsabilidad.

El objetivo es lograr los mejores resultados con una mayor flexibilidad, junto con un impacto positivo en el medio ambiente. Bajo esta premisa, contarás con una jornada laboral flexible y la oportunidad de poder trabajar desde fuera de la oficina.

El smartworking es una nueva forma de vivir el trabajo que pone a nuestros empleados en el centro, permitiéndoles trabajar desde casa o donde quieran, respetando la seguridad y la confidencialidad.

- Retribución flexible:

Una retribución flexible que te permitirá elegir, en base a tu situación y preferencias, entre distintas opciones como cheques de comida, guardería, seguro médico, transporte, etc.

- Beneficios:

> Oportunidad de desarrollo

> Medidas de conciliación: Contarás con una tarifa eléctrica para empleados, ayuda de estudios para ti y tus hijos, posibilidad de acceder a anticipos y préstamos y acceso a múltiples planes de formación.

- Promover la salud:

Apostamos por el bienestar físico y psicológico de las personas que trabajan con nosotros, por lo que tendrás a tu disposición el Programa Entrénate, que fomenta el deporte y salud, mediante el cual podrás participar en actividades de fitness, yoga, competiciones deportivas, etc.

¿Cómo va a ser el proceso de selección?

El proceso es muy ágil y sencillo, el cual se compone de varias fases que se irán estableciendo en función de los requisitos de la posición.

Llegado el caso, Teresa del equipo de Endesa, y Miriam del equipo de Randstad valorarán tu candidatura y contactarán contigo para conocerte más en detalle y así avanzar en el proceso con la posible realización de una prueba técnica y/o de idiomas, para posteriormente concretar una entrevista de selección.

Si crees que esta posición supone una oportunidad de desarrollo y un reto para ti, ¡no lo dudes e inscríbete!

¿Quiénes somos?

Somos una empresa energética multinacional, uno de los principales operadores integrados de gas y electricidad del mundo, así como uno de los principales productores de energía renovable.

Trabajamos en los 5 continentes, siendo aproximadamente 69.000 personas a lo largo de todo el...
Sector
Petróleo y energía Energía renovable y medio ambiente Ingeniería industrial o mecánica
Tipo de empleo
Jornada completa
Funciones laborales
Atención al cliente Ingeniería Gestión de proyectos",Data Scientist,40.41669,-3.7003459999999997
648,GetWith,Java Developer,Madrid, 3 días,78,Sin experiencia,Servicios y tecnologías de la información Software Internet,Jornada completa,Ingeniería Tecnología de la información,"Want to be part of challenging projects and learn in a friendly, collaborative environment? This challenge is for you!

We are looking for a Java Developer who wants to join a growing company with a very cool team full of clean code followers.

First things first... top project details!

Company / team: who would not love finishing a daily and going straight to a Nerf battle? And have a meeting in Mordor? Or to participate in a paella contest, canyoning or going to an event in Poland? You'll find a place to grow and learn in an international environment! You will work in a squad with the PO, Tech lead, developers, QA and a Data Scientist.
Values: This company provide an environment where you feel comfortable, you can laugh and have fun with your colleagues. As long as you are responsible for your work, everything is allowed!

Your mission 🚀

You will be totally committed with microservices architecture embracing Clean Code, ATDD, HonestCode and Cloud Computing under DevOps culture.

You will be part of an agile team of amazing developers, and even better people!

You have to develop a quality code.

And continuous integration, test and delivery are part of their DNA.

Perks, my friend!

Flexible schedule.

Remote working: now 100% remote.

Tech programs: continuous training (1 hour per week to learn with your co-workers).

Courses and certifications granted (AWS, Google Clouds...).

Open bar of Udemy.

Events in and outside Madrid (tickets + transport + accommodation, even outside Europe).

Flexible retribution: restaurant, transport and kindergarten.

Health insurance (50% granted).

Gympass and football, basketball, paddle and runners team.

Parties and team building events.

If this is you – holy cow! 🐄

Experience working with Java 8.

Great if you have been working with Spring and Spring Boot.

Super if you have been working with No Relational Database.

Marvelous if you have been working with best practices: SOLID principles, Clean Code and testing (jUnit).

Good if you have experience working with API Rest.

Functional Spanish is important.

Desire to learn and constant curiosity.

If this is also you – JACKPOT! 🍒🍒🍒

Experience working with ATDD.

Super if you have experience working with Docker.

You have the ability to adapt to different environments and projects.

Let’s have a chat and GetWith us! 😊
Nivel de experiencia
Sin experiencia
Sector
Servicios y tecnologías de la información Software Internet
Tipo de empleo
Jornada completa
Funciones laborales
Ingeniería Tecnología de la información",Data Scientist,40.41669,-3.7003459999999997
